38.496376,38.635627,39.659410,39.580554,52.694641,70.125879,75.168854,73.524859,63.943840,57.359986,54.310021,47.571799,43.634737,45.494157,48.107350,48.526438,47.107076,45.560995,49.166460,51.050681,49.654174,48.565208,53.000129,63.508462,67.912690,66.762658,61.451114,53.398422,50.144858,53.212692,55.761746,55.496892,54.394678,53.926637,56.025719,62.673270,71.942667,73.954242,68.950280,54.307517,50.824857,53.439923,59.278846,60.282761,56.747489,53.606287,53.799799,54.103989,53.183104,51.017594,47.229937,42.674983,40.317693,40.929636,43.059322,45.040661
5.356843,6.060146,5.645218,5.332747,-2.530989,-5.080450,-5.126159,-3.486134,0.762770,6.710697,8.080682,8.707352,9.538731,10.437435,11.414846,11.549860,11.501168,11.056526,12.227562,13.742060,14.884138,13.810946,12.033772,9.987097,8.763063,8.723918,10.661184,13.077684,12.161661,11.627416,12.584344,13.272968,12.055136,11.271670,11.280757,12.188217,14.684352,15.017176,13.974737,10.344093,11.266060,11.687770,11.147855,10.834180,8.735983,6.739852,8.044904,8.698442,8.865627,8.456497,8.256607,8.216203,6.991971,5.584085,3.664585,1.421365
1.513803,2.111843,2.433914,2.355750,1.177808,-0.944763,-0.922205,0.861000,4.874542,6.379368,6.303332,6.057344,5.555977,4.520698,4.255494,5.003147,6.788783,7.790755,6.922072,6.971284,8.142682,8.356164,3.948794,3.957635,5.114963,5.664801,5.481909,5.189624,6.578267,5.960817,5.993310,5.515739,4.783076,4.843362,4.057111,1.507471,-0.423470,-0.509391,0.653263,4.400504,2.840514,2.006464,0.331291,-0.044602,0.610005,0.892392,-0.018472,-0.955062,-1.213377,-0.275085,1.397903,2.354649,2.045249,2.484279,3.813921,4.183098
5.848016,5.994709,5.154457,4.899689,6.910855,5.250818,4.786633,5.692553,6.300056,4.501206,4.723801,5.172729,5.159964,4.358371,3.576536,2.544559,1.930812,2.572333,2.867378,2.800855,2.721504,3.544775,4.732504,4.471154,4.135422,3.453460,2.284122,2.051529,2.814992,3.895113,4.574997,3.804018,2.890997,2.491934,2.704943,3.361447,4.906536,5.143370,4.618400,3.552250,2.234144,1.899967,1.491581,1.371828,1.650016,0.970652,-0.366932,-0.398764,0.065138,0.683688,1.409089,1.871794,1.645811,1.012614,1.236577,1.416911
-0.205279,-0.304769,0.011586,-0.202940,-1.969810,-3.643071,-3.934237,-2.747864,-0.603710,1.640066,2.308796,3.266048,2.523239,1.686039,1.564845,1.264427,1.672424,2.638106,2.466007,2.394985,2.423543,1.127108,1.086867,1.767405,2.321954,2.183300,1.254105,0.814855,0.197149,0.372477,1.575395,2.473612,1.602886,0.228303,0.183252,1.673176,1.990219,2.037136,2.460428,2.349842,3.052547,2.050357,1.803768,1.877880,1.881112,-0.041526,-1.049430,-1.086632,-0.916717,-1.048184,-0.768634,0.406886,1.077708,0.672801,0.433278,0.984063
1.697173,1.518403,1.512961,1.480667,1.876000,0.887338,0.597406,1.513064,2.829145,2.695868,2.445723,2.447317,2.609820,2.479153,1.959139,1.712926,2.335645,1.858075,0.824605,1.139974,1.780271,1.731453,1.780972,2.183497,2.618694,2.977336,3.166483,2.459303,0.774088,1.184193,2.137578,2.366700,2.505395,2.480577,2.130000,2.283380,2.612599,2.703298,2.691880,2.382440,2.311137,2.604554,2.817650,2.919709,2.774222,1.833764,1.966065,2.190841,1.926972,1.401568,1.228592,1.593189,1.541728,1.435576,1.354077,1.517569
1.344997,1.421375,1.258243,1.057909,1.178451,0.242641,0.045949,0.969389,2.199307,1.194861,1.228589,1.572000,1.173685,0.683562,0.469161,0.638801,1.502298,1.952628,1.121365,1.071284,1.728694,2.582660,1.650664,1.460615,1.045489,0.779424,1.006498,1.059677,0.013993,-0.167794,0.557856,1.608495,2.098021,1.531621,0.982338,0.315435,0.211922,0.250705,0.229039,-0.225927,0.193961,0.929897,0.456388,0.116792,0.376802,1.060583,0.717549,0.803139,1.039425,0.928723,0.666475,0.373462,0.652462,1.314473,1.517859,1.239963
0.349148,0.371119,0.134913,0.053498,-0.812929,-1.112731,-1.226189,-0.486414,0.326805,2.140409,2.340624,2.293183,1.760209,1.766638,1.423823,1.180678,1.410415,1.216021,0.639938,0.815289,1.114530,1.636229,1.300202,1.362386,1.261863,1.173196,1.334377,0.975862,0.807384,1.302960,1.658146,1.812048,1.575058,1.248870,1.035925,0.681782,0.387170,0.384537,0.679717,1.816122,1.684193,1.000345,0.092617,-0.166194,-0.224078,1.126256,1.248871,0.911903,0.612654,0.474999,0.431114,0.533144,0.605993,0.376075,0.756471,0.983000
1.243750,0.967517,0.546316,0.421953,2.304396,2.517388,2.511094,3.160832,3.370686,2.260131,2.270620,2.120337,1.643564,1.254878,0.631543,0.201032,0.859175,1.575922,1.346668,1.219596,1.464508,1.215205,0.825751,0.925881,0.779322,0.771608,0.807745,0.547155,0.630916,0.559912,0.268097,-0.678368,-1.045615,-0.170466,0.289578,0.333929,0.676384,0.799180,0.670809,0.944161,0.708588,0.417844,0.377804,0.173710,-0.227184,-0.979023,-1.711872,-1.682203,-1.744369,-1.804617,-1.571549,-0.980914,0.167856,0.560946,0.051929,0.235119
1.186704,0.908664,0.477184,0.304932,-0.118274,-0.093417,-0.083855,0.450647,0.660537,0.899275,0.947318,1.099961,1.172463,1.111284,1.255328,1.211323,1.304041,1.363698,1.524306,1.248968,0.952755,0.235702,0.524521,0.956090,0.759863,0.685158,1.143069,1.697047,0.970760,1.180256,1.074413,0.993019,1.158082,0.638792,0.306933,0.276184,0.153787,0.141338,0.452805,0.828066,0.730157,1.344945,2.236497,2.432162,2.274667,0.356233,-0.845189,-0.988019,-0.664403,-0.109855,0.199421,-0.084870,-0.201167,-0.076510,0.312709,0.687019
0.146758,-0.127336,-0.095281,-0.047253,0.581636,0.597392,0.585979,0.929327,0.609808,0.663302,0.838437,1.156721,1.383043,1.298332,0.829954,0.110054,0.134791,1.161679,1.749904,1.363948,0.811021,0.245888,0.265971,0.470425,0.179889,0.032066,0.461197,1.131076,0.585035,0.932574,1.384336,1.465492,1.139594,0.623562,0.462717,0.225464,0.415594,0.511298,0.392585,0.885363,0.834608,0.980583,0.815865,0.588580,0.784524,0.429915,0.956691,1.274359,1.118817,0.881118,0.873142,0.772051,0.634817,0.700867,0.603335,0.986216
1.496800,1.405946,1.388564,1.131878,1.040772,1.276008,1.401387,1.728732,1.396940,0.539468,0.823207,1.191615,1.039306,0.769868,0.830578,0.736441,1.014425,1.555971,1.425878,0.991196,1.032317,0.993545,0.612509,0.408651,0.100646,0.134354,0.746402,1.893312,1.851224,1.580674,1.537068,1.610566,1.726629,1.362194,0.700850,0.425452,0.321698,0.285962,0.507149,0.862884,1.246025,1.285312,1.112975,1.084157,0.650507,0.641213,0.290818,0.169033,0.000141,0.063176,0.487444,0.885264,0.937195,0.648743,0.830236,0.989212
0.811318,1.073060,0.993960,0.596160,0.085223,0.385237,0.571525,0.791050,0.477398,1.042434,0.965080,1.023620,0.787511,0.991676,1.115105,1.133275,1.195542,1.112340,0.804052,0.277690,0.000081,0.369212,0.757872,0.637375,0.720631,0.846355,0.832082,1.128818,1.333597,1.011032,1.135432,1.316952,1.659218,1.495615,0.716368,0.593569,0.824926,0.935146,0.901125,1.320019,1.380002,1.064687,0.046487,-0.155057,0.518272,1.768106,1.698359,1.966278,1.779489,1.169300,0.828031,1.111390,1.098035,1.003131,0.565799,0.263940
0.699155,0.800398,0.786055,0.452703,0.238888,0.726616,1.065328,1.328850,1.149111,1.256784,1.073975,0.949132,0.694013,0.788789,0.829497,0.652447,0.952772,1.096243,0.583820,0.293667,0.389284,0.922402,1.035258,0.345317,0.228532,0.238648,0.263051,1.239557,2.108379,1.859470,1.742394,2.036070,2.154000,1.493654,0.786751,0.235293,-0.163438,-0.263088,-0.159527,0.777245,1.032275,1.017511,1.116274,1.141236,1.263412,1.315061,0.522968,0.560054,0.649167,0.338815,0.005220,0.378686,0.800299,0.821848,0.893345,0.663389
0.549121,0.798897,0.952054,0.738290,-0.012256,0.470603,0.880712,1.126103,0.866959,0.963703,1.074406,0.920416,0.894785,0.720875,0.524986,0.705341,1.013808,1.179918,0.737561,0.274206,0.190722,0.947620,1.065984,0.646554,0.680058,0.736704,0.855813,1.392047,1.473799,1.126619,0.753719,0.469865,0.650515,0.733675,0.644841,0.228417,0.385580,0.510291,0.590620,1.114892,0.555088,0.722661,0.707776,0.681124,0.884096,0.733196,0.973203,0.943078,0.733469,0.708654,0.768240,0.883878,0.866339,0.697190,0.950375,0.818984
0.533326,0.552198,0.582877,0.507083,0.217522,0.718382,1.113922,1.319016,1.015921,0.579897,0.556402,0.612188,0.609961,0.630774,0.722168,0.530553,0.760891,0.774139,0.889628,0.744020,0.487527,0.439585,0.875453,0.622372,0.698910,0.856578,1.087196,1.533724,1.063348,0.822682,0.454175,0.125774,0.169989,0.675272,0.528725,0.173261,-0.201342,-0.296639,-0.310941,0.224309,0.411941,0.467002,0.557855,0.570736,0.524513,0.480693,0.167062,0.430546,0.653929,0.372821,0.194398,0.320722,0.532174,0.414321,0.327121,0.211404
